id,NAME,DESCRIPTION,CATEGORY,EFFECT,VISUAL_DESCRIPTION,CLASS,IMAGES,DEFAULT_IMAGE,VALID,PIXEL_IMAGES,DEFAULT_PIXEL_IMAGE,ATK,DEF,CREATED_AT,UPDATED_AT
96,Cannon Blaster,A powerful cannon that blasts enemies with a powerful force.,attack_item,Deal 500 damage to all enemies.,A large cannon with a bright yellow barrel and a black handle. The cannon is mounted on a wooden platform and is surrounded by a bright yellow aura.,Spell,,,1,,,,,2023-10-31T08:02:37.989150,
97,Cannon Blaster,A powerful cannon that blasts enemies with a powerful force.,attack_item,Deals 500 damage to all enemies.,A large cannon with a bright yellow barrel and a black handle. The cannon is mounted on a wooden platform and is surrounded by a bright yellow aura.,Spell,,,1,,,,,2023-10-31T08:02:38.017160,
98,Cape of the Wind,This magical cape grants the wearer the power to control the wind.,defense_item,Grants the wearer the power to control the wind.,The cape is made of a light blue fabric with white and silver embroidery. It has a hood and a long flowing tail that billows in the wind.,Magical Artifact,,,1,,,,,2023-10-31T08:02:38.049766,
99,Centaur of the Wild Plains,"A powerful centaur that roams the wild plains, it is a fierce warrior and a loyal ally.",creature,Gain +2 attack and +2 defense when attacking.,"A muscular centaur with a wild mane of hair, wearing armor made of leather and bronze. He wields a large spear in one hand and a shield in the other.",Warrior,,,1,,,,,2023-10-31T08:02:38.078010,
100,Cerberus of the Abyss,A three-headed beast that guards the entrance to the underworld.,creature,"When this card is summoned, all monsters on the field are destroyed.","A large, three-headed beast with black fur and glowing red eyes. Its body is covered in spikes and its three heads are snarling and drooling. It has large wings and a long tail with a spiked tip.",Demon,,,1,,,,,2023-10-31T08:02:38.108621,
101,Chain of Bonds,"A powerful spell that binds two creatures together, forcing them to share the same fate.",attack_item,"Bind two creatures together, forcing them to share the same fate.","A glowing chain of energy connecting two creatures, with a faint blue light radiating from the links.",Spell,,,1,,,,,2023-10-31T08:02:38.131782,
102,Chain Whip Dragon,This dragon uses its long chain-like tail to whip its opponents.,attack_item,"When this card is summoned, your opponent's monsters lose 500 ATK and DEF.","A large dragon with a long, chain-like tail and a menacing expression.",Dragon,,,1,,,,,2023-10-31T08:02:38.149931,
103,Chainmail Shield,"This shield is made of interlocking metal rings, providing superior protection against physical attacks.",defense_item,Reduces physical damage taken by the user.,"A round shield made of interlocking metal rings, with a handle on the back for gripping.",Defensive,,,1,,,,,2023-10-31T08:02:38.172538,
104,Chakram of the Storm,A powerful weapon that can be thrown to unleash a powerful storm of lightning and thunder.,attack_item,Deals lightning damage to all enemies in a line.,"A large, silver chakram with a blue lightning bolt etched into its surface.",Weapon,,,1,,,,,2023-10-31T08:02:38.190847,
105,Chakram of the Sun,A powerful weapon that harnesses the power of the sun to unleash devastating attacks.,attack_item,Deals massive damage to enemies in a wide area.,"A golden chakram with a sun-like design in the center, surrounded by a bright yellow aura.",Weapon,,,1,,,,,2023-10-31T08:02:38.212807,
106,Chakram of the Sun,A powerful weapon that harnesses the power of the sun to unleash devastating attacks.,attack_item,Deals massive damage to enemies.,"A golden chakram with a sun-like design in the center, surrounded by a halo of light.",Weapon,,,1,,,,,2023-10-31T08:02:38.232766,
107,Changeling of the Wilds,A creature of the wilds that can take on the form of any creature it chooses.,creature,This creature can take on the form of any creature it chooses.,"A creature with a humanoid body and a wild, animalistic face, with fur and feathers covering its body.",Creature,,,1,,,,,2023-10-31T08:02:38.251345,
108,Charm of Enchantment,This charm is imbued with powerful enchantments that can be used to alter the course of fate.,magic_item,The user can cast powerful enchantments to alter the course of fate.,"The charm is a small, silver amulet with a glowing blue gem in the center. The gem is surrounded by intricate carvings of magical symbols and runes.",Enchantment,,,1,,,,,2023-10-31T08:02:38.271315,
109,Charm of Fearful Shadows,"This charm grants its wielder the power to manipulate shadows, allowing them to create illusions and manipulate the darkness around them.",magic_item,Grants the wielder the power to manipulate shadows.,"The charm is a small, black, oval-shaped object with a silver symbol of a crescent moon on one side and a pair of eyes on the other. It is surrounded by a faint, purple aura.",Charm,,,1,,,,,2023-10-31T08:02:38.298116,
110,Charm of Invisibility: Shadow Cloak,"This charm grants the user the power of invisibility, allowing them to move unseen and unheard.",magic_item,"The user is invisible to all creatures and objects, and cannot be detected by any means.","The charm appears as a dark, hooded cloak that wraps around the user, obscuring them from view.",Enchantment,,,1,,,,,2023-10-31T08:02:38.358038,
111,Charm of Invisibility's Shadow,"This charm grants the user the power of invisibility, allowing them to move unseen and unheard.",magic_item,The user is granted invisibility for a limited amount of time.,"The charm is a small, silver amulet with a black stone in the center. The stone is etched with a pattern of swirling shadows.",Enchantment,,,1,,,,,2023-10-31T08:02:38.418352,
112,Chigiriki of the Storm,"A powerful weapon of the gods, Chigiriki of the Storm is a legendary artifact that can summon powerful storms and lightning to smite its enemies.",attack_item,Summons powerful storms and lightning to smite its enemies.,"Chigiriki of the Storm is a long, black staff with a silver lightning bolt at the top. The staff is adorned with intricate carvings of thunderclouds and lightning bolts.",Legendary Artifact,,,1,,,,,2023-10-31T08:02:38.445528,
113,Chigiriki of the Storm,"A powerful weapon of the gods, Chigiriki of the Storm is a legendary artifact that can summon the power of the heavens to smite its enemies.",attack_item,"When Chigiriki of the Storm is summoned, all creatures within a 10-foot radius take 8d6 lightning damage.","Chigiriki of the Storm is a long, silver staff with a jagged, lightning-shaped blade at the end. The staff is adorned with intricate carvings of thunderclouds and lightning bolts.",Legendary Artifact,,,1,,,,,2023-10-31T08:02:38.474452,
114,Chigiriki of the Storm,A powerful weapon that can summon the power of the storm to its wielder.,attack_item,Summons a powerful storm that can damage enemies and heal allies.,"A long staff with a curved blade at the end, with a swirling blue and white energy surrounding it.",Weapon,,,1,,,,,2023-10-31T08:02:38.502656,
115,Chigiriki of the Storm,"A powerful weapon from the heavens, Chigiriki of the Storm is a powerful tool for those who seek to control the elements.",attack_item,"When used, Chigiriki of the Storm can summon a powerful storm that can cause massive destruction.","Chigiriki of the Storm is a long, black staff with a silver lightning bolt at the top. The staff is adorned with intricate carvings and symbols that glow with a faint blue light.",Weapon,,,1,,,,,2023-10-31T08:02:38.522246,
116,Chimera of the Wilds,"A powerful creature of the wilds, the Chimera of the Wilds is a force to be reckoned with. It has the head of a lion, the body of a goat, and the tail of a serpent, and is said to be able to breathe fire.",creature,"When Chimera of the Wilds enters the battlefield, it deals 3 damage to target creature or player.","The Chimera of the Wilds is a large creature with the head of a lion, the body of a goat, and the tail of a serpent. It has glowing red eyes and is surrounded by a halo of fire.",Creature,,,1,,,,,2023-10-31T08:02:38.540673,
117,Chopping Knives of Fury,"These two knives are imbued with the power of a raging storm, allowing the wielder to unleash a flurry of attacks.",attack_item,Deals extra damage when attacking multiple enemies.,"Two curved blades with a lightning-like pattern etched into the metal. The hilts are wrapped in a deep blue cloth, and the blades seem to shimmer with a faint blue light.",Weapon,,,1,,,,,2023-10-31T08:02:38.563087,
118,Chopping Knives of Fury,"These two knives are imbued with the power of a raging storm, allowing the wielder to unleash a flurry of attacks.",attack_item,Increases attack speed and damage.,Two curved blades with a lightning bolt pattern etched into the metal. The hilts are wrapped in a deep blue cloth and the blades are a bright silver.,Weapon,,,1,,,,,2023-10-31T08:02:38.587141,
119,Chopping Knives of Fury,"These knives are imbued with the power of fury, allowing the wielder to chop through anything in their path.",attack_item,Deals extra damage to enemies.,The Chopping Knives of Fury are two curved blades with a red and black handle. The blades are made of a dark metal and have a fiery glow around them.,Weapon,,,1,,,,,2023-10-31T08:02:38.604840,
120,Chopping Knives of Fury,"These knives are imbued with the power of fury, allowing the wielder to chop through anything in their path.",attack_item,Increases attack power and speed.,The Chopping Knives of Fury are two curved blades with a red and black handle. The blades are made of a dark metal and have a fiery glow around them.,Weapon,,,1,,,,,2023-10-31T08:02:38.622999,
121,Chupacabra of the Night,"A legendary creature of the night, the Chupacabra of the Night is a powerful force of darkness that lurks in the shadows.",creature,"When this card is summoned, all other monsters on the field are destroyed.","A large, shadowy figure with glowing red eyes and razor sharp claws. Its body is covered in thick fur and its wings are bat-like.",Legendary,,,1,,,,,2023-10-31T08:02:38.644681,
122,Chupacabra of the Night,"A mysterious creature of the night, the Chupacabra of the Night is a powerful force to be reckoned with.",creature,"When this card is summoned, all monsters on the field gain +500 ATK and DEF.","A dark, shadowy figure with glowing red eyes and sharp claws. It has a long, scaly tail and a menacing grin.",Monster,,,1,,,,,2023-10-31T08:02:38.664116,
